codigo_fabricante,descricao_do_produto,marca,preco,estoque,localizacao,preco_promoc_varejo
RX1110,RETROVISOR EXT DIR GOL GII 95/99 2 PTAS C/ CONTR,RETRO,"187,99","1,000",SB -1-03,
14761,RETROVISOR EXT DIR GOL GIII GIV 99/ 2 PTAS C/CONTR,COFRA,"204,20","1,000",SB -2-04,
RX1120,RETROVISOR EXT DIR GOL GIII GIV 99/ 4 PTAS FIXO,RETRO,"165,56","1,000",SB -2-02,
RWSE34CR,RETROVISOR EXT DIR GOL GV 08/ VOYAGE 08/ C/CONTROL,METAG,"281,29","0,000",SB -3-01,
RX1166,RETROVISOR EXT DIR GOL GV 08/ VOYAGE 08/ C/CONTROL,RETRO,"350,30","1,000",SB -3-01,
15041,RETROVISOR EXT DIR GOL PARA 95/00 GII 2 PTAS FIXO,COFRA,"132,78","0,000",SB -1-01,
RX1112,RETROVISOR EXT DIR GOL PARA 95/00 GII 2 PTAS FIXO,RETRO,"136,49","1,000",SB -1-01,
AW20F9000,RETROVISOR EXT DIR GOL PARA 95/00 GII 2 PTAS FIXO,DIVER,"127,05","0,000",,
RX1122,RETROVISOR EXT DIR GOL PARA 99/ GIII GIV 2 PTA C/ CONT,RETRO,"210,58","0,000",SB-2-04,
RX1116,RETROVISOR EXT DIR GOL PARA SAV 95/ GII 4 PTA FIXO,RETRO,"150,82","1,000",SB -1-02,
15061,RETROVISOR EXT DIR GOL PARA SAV 95/ GII 4 PTA FIXO,COFRA,"173,16","0,000",SB -1-02,
14821,RETROVISOR EXT DIR GOL PARA SAV 99/ GIII GIV 4PTS FIXO,COFRA,"162,26","0,000",SB -2-02,
RX1114,RETROVISOR EXT DIR GOL PARATI 95/ GII 4 PTAS C/ CONTR,RETRO,"162,14","1,000",SB -1-04,
15021,RETROVISOR EXT DIR GOL PARATI 95/ GII 4 PTAS C/ CONTR,COFRA,"151,62","0,000",SB -1-04,
1442,RETROVISOR EXT DIR GOL SPECIAL 00/ GIII 99/ 2 PORTAS C/CONTROL,VOLKS,"86,63","0,000",,
14100,RETROVISOR EXT DIR GOL VOYAGE PARATI SAV /82,COFRA,"29,40","9,000",SB -3-05,
RX1100,RETROVISOR EXT DIR KOMBI CLIPPER 76/97,RETRO,"48,18","1,000",SB-03-03,
RX1102,RETROVISOR EXT DIR KOMBI CLIPPER 98/,RETRO,"141,91","1,000",SB -3-03,
84240,RETROVISOR EXT DIR KOMBI CLIPPER 98/,COFRA,"127,34","0,000",SB -3-03,
RX1160,RETROVISOR EXT DIR LOGUS POINTER 93/96 C/ CONTROLE,RETRO,"145,53","0,000",SB -3-02,
RX2216,RETROVISOR EXT DIR MONZA 94/ C/ CONTR,RETRO,"224,70","0,000",SD3-05,
12981,RETROVISOR EXT DIR NOVO CORSA 02/ MONTANA 02/ C/CONTROL,COFRA,"293,27","0,000",SD -3-01,
RX2236,RETROVISOR EXT DIR NOVO CORSA 02/ MONTANA 02/ C/CONTROL,RETRO,"331,05","0,000",SD -3-01,
RX3338,RETROVISOR EXT DIR NOVO FIESTA 02/14 C/CONTROLE,RETRO,"396,90","1,000",SE 02 SUP,
RX4448,RETROVISOR EXT DIR PALIO 04/07 2PORTAS STRADA 04/07 C/CO,RETRO,"290,07","1,000",SC -3-01,
EB146,RETROVISOR EXT DIR PALIO 04/07 2PORTAS STRADA 04/07 S/CO,SPJ,"291,27","0,000",SD -1-02,
RX4450,RETROVISOR EXT DIR PALIO 04/07 2PORTAS STRADA 04/07 S/CO,RETRO,"273,86","2,000",SD -1-02,
13381,RETROVISOR EXT DIR PALIO 04/07 4 PTAS C/ CONTROL,COFRA,"151,94","0,000",SC -3-02,
RX4452,RETROVISOR EXT DIR PALIO 04/07 4 PTAS C/ CONTROL,RETRO,"263,35","0,000",SC -3-02,
RX4518,RETROVISOR EXT DIR PALIO 11/ 2 PORTAS STRADA 11/ C/CONTR,RETRO,"313,95","1,000",SD -1-01,
RP672,RETROVISOR EXT DIR PALIO 11/ 2 PORTAS STRADA 11/ C/CONTR,CRL,"246,05","0,000",SD -1-01,
EB796,RETROVISOR EXT DIR PALIO 11/ 2 PORTAS STRADA 11/ C/CONTR,SPJ,"353,33","0,000",SD -1-01,
EB802,RETROVISOR EXT DIR PALIO 11/ 4 PORTAS STRADA 11/ C/CONTR,SPJ,"290,71","0,000",SD1003,
RX4428,RETROVISOR EXT DIR PALIO 96/00 2 PTAS C/ CONTROL,RETRO,"178,82","1,000",SC -2-02,
RX4514,RETROVISOR EXT DIR PALIO FIRE 11/ 4 PORTAS C/CONTR,RETRO,"341,00","2,000",SD1003,
RX4438,RETROVISOR EXT DIR PALIO FIRE STRADA 01/03 2 PORTAS FIXO,RETRO,"145,14","1,000",SC -2-04,
12781,RETROVISOR EXT DIR PALIO FIRE STRADA 01/03 2 PORTAS FIXO,COFRA,"160,97","0,000",SC -2-04,
RX4432,RETROVISOR EXT DIR PALIO SIEN 01/04 4 PTAS C/ CONT,RETRO,"200,00","0,000",SC -3-SUP,
12801,RETROVISOR EXT DIR PALIO SIEN 01/04 4 PTAS C/ CONT,COFRA,"182,04","1,000",SC -3-SUP,
RX4464,RETROVISOR EXT DIR PALIO SIENA 08/10 4 PORTAS C/CONTR,RETRO,"269,86","1,000",SC -3-05,
12561,RETROVISOR EXT DIR PALIO SIENA 96/00 4 PTAS C/CONT,COFRA,"169,42","0,000",SC -2-03,
RX4424,RETROVISOR EXT DIR PALIO SIENA 96/00 4 PTAS C/CONT,RETRO,"163,41","1,000",SC -2-03,
RX4426,RETROVISOR EXT DIR PALIO SIENA 96/00 4 PTAS FIXO,RETRO,"127,97","0,000",SC -2-03,
12621,RETROVISOR EXT DIR PALIO SIENA 96/00 4 PTAS FIXO,COFRA,"127,89","1,000",SC -2-03,
12821,RETROVISOR EXT DIR PALIO SIENA FIRE 01/03 4 PORTAS FIXO,COFRA,"158,20","0,000",SC -2-05,
RX4434,RETROVISOR EXT DIR PALIO SIENA FIRE 01/03 4 PORTAS FIXO,RETRO,"158,08","1,000",SC -2-05,
14080,RETROVISOR EXT DIR PASSAT ANTIGO,COFRA,"17,90","0,000",SB -3-05,
RGDE72FX,RETROVISOR EXT DIR S10 BLAZER 95/07,METAG,"473,37","1,000",SD3-  SUP,
RX2230,RETROVISOR EXT DIR S10 BLAZER 95/07 FIXO,RETRO,"330,65","0,000",SD -3-SUP,
12321,RETROVISOR EXT DIR S10 BLAZER 95/07 FIXO,COFRA,"240,45","0,000",SD -3-SUP,
14360,RETROVISOR EXT DIR SANTANA SANT QUANTUM 85/91 C/CO,COFRA,"113,19","0,000",SB -3-02,
RGGE04CE,RETROVISOR EXT DIR SILVERADO 97/ C/ CONTR ELETRICO,GENER,"427,35","0,000",,
1472,RETROVISOR EXT DIR UNIV.TARUMA LD,UNIVE,"41,09","0,000",,
12841,RETROVISOR EXT DIR UNO 06/10 10/ 4 PTAS C/CONTROLE,COFRA,"130,20","0,000",SC -2-SUP,
461728,RETROVISOR EXT DIR UNO 06/10 10/ 4 PTAS C/CONTROLE,NEWKA,"139,79","0,000",SC -2-SUP,
RX4420,RETROVISOR EXT DIR UNO FIRE 01/05 4 PTAS C/ CONTR,RETRO,"177,59","1,000",SC -1-04,
12721,RETROVISOR EXT DIR UNO FIRE 01/05 4 PTAS C/ CONTR,COFRA,"140,70","0,000",SC -1-04,
12741,RETROVISOR EXT DIR UNO FIRE 01/05 4 PTAS FIXO,COFRA,"189,09","2,000",SC -1-04,
RU640,RETROVISOR EXT DIR UNO FIRE 06/10 UNO 10/ 2 PORTAS FIXO,CRL,"162,75","0,000",SC -1-05,
RX4446,RETROVISOR EXT DIR UNO FIRE 06/10 UNO 10/ 2 PORTAS FIXO,RETRO,"148,51","1,000",SC -1-05,
12861,RETROVISOR EXT DIR UNO FIRE FLEX 06/10 4 PORTAS FIXO,COFRA,"196,38","0,000",SC -2-SUP,
RX4442,RETROVISOR EXT DIR UNO FIRE FLEX 06/10 4 PORTAS FIXO,RETRO,"154,36","0,000",SC -2-SUP,
1186,RETROVISOR EXT DIR VECTRA 97/99 C/CONTROLE,GENER,"193,20","0,000",,
RX2204,RETROVISOR EXT DIR. CHEVETTE 87/93 C/ CONTR,RETRO,"118,04","1,000",SD -3-04,
12201,RETROVISOR EXT DIR. CHEVETTE 87/93 C/ CONTR,COFRA,"127,69","0,000",SD -3-04,
12941,RETROVISOR EXT DIREITO FIXO UNO FIRE 01/05 2 PORTAS,COFRA,"188,00","0,000",SC -1-03,
RX4418,RETROVISOR EXT DIREITO FIXO UNO FIRE 2001/05 2 PTAS,RETRO,"125,02","1,000",SC-1-03,
RX4416,RETROVISOR EXT DIREITO UNO FIRE 01/05 2 PORTAS C/ CONTROLE,RETRO,"181,88","1,000",SC1003,
LS310LE,RETROVISOR EXT ESQ BRASILIA,LS,"35,48","1,000",SB3---SUP,
RFAE33CR,RETROVISOR EXT ESQ C/ CONTR ESCORT VERONA 93/96,FORD,"159,97","0,000",,
RX4403,RETROVISOR EXT ESQ C/ CONTR FIORINO 97/10,RETRO,"264,08","0,000",SC -03-02,
12890,RETROVISOR EXT ESQ C/CONTR UNO FLEX 06/10 10/ 2 PORTAS,COFRA,"171,12","1,000",SC -1-05,
RX4445,RETROVISOR EXT ESQ C/CONTR UNO FLEX 06/10 10/ 2 PORTAS,RETRO,"182,94","0,000",SC -1-05,
RTRE13CR,RETROVISOR EXT ESQ C/CONTR UNO FLEX 06/10 10/ 4 PT,FIAT,"119,70","0,000",,
RX2229,RETROVISOR EXT ESQ CELTA 01/06 2 4 PTAS C/CONTROLE,RETRO,"219,40","1,000",SD -2-04,
04511399,RETROVISOR EXT ESQ CELTA 01/06 2 4 PTAS C/CONTROLE (RC253),CHG,"219,40","1,000",SD -2-04,
1200,RETROVISOR EXT ESQ CHEVETTE OPALA CARAV,GENER,"10,74","0,000",,
13090,RETROVISOR EXT ESQ CORCEL II 78/83 FINO,COFRA,"15,08","9,000",SE -1-SUP,
13170,RETROVISOR EXT ESQ COURIER 97/ C/ CONTROLE,COFRA,"193,84","0,000",SE2-03,
RX3309,RETROVISOR EXT ESQ COURIER 97/13 C/ CONTROLE,RETRO,"222,44","1,000",SE2-03,
13150,RETROVISOR EXT ESQ ESCORT 97/ ZETEC SW C/ CONTROL,COFRA,"168,96","0,000",SE -1-05,
8911169,RETROVISOR EXT ESQ F1000 85/92,CENTE,"106,96","1,000",SE -1-02,
5069,RETROVISOR EXT ESQ F1000 93/ PRETO BOJO GRANDE,BLAWE,"215,38","0,000",SE -1-02,
12950,RETROVISOR EXT ESQ FIXO UNO FIRE 01/05 2 PORTAS FIXO,COFRA,"188,00","0,000",SC -1-03,
RX4419,RETROVISOR EXT ESQ FIXO UNO FIRE 01/05 2 PORTAS FIXO,RETRO,"115,10","0,000",SC -1-03,
17070,RETROVISOR EXT ESQ FORD KA 08/ C/CONTROL,COFRA,"152,25","0,000",SE -2-02,
RX1111,RETROVISOR EXT ESQ GOL GII 95/98 2 PTAS C/ CONTR,RETRO,"171,37","2,000",SB -1-03,
14770,RETROVISOR EXT ESQ GOL GIII GIV 99/ 2 PTAS C/CONTR,COFRA,"204,48","1,000",SB -2-03,
14830,RETROVISOR EXT ESQ GOL GIII GIV 99/ 4 PTAS FIXO,COFRA,"169,62","0,000",SB -2-01,
RX1167,RETROVISOR EXT ESQ GOL GV 08/ VOYAGE 08/ C/CONTROL,RETRO,"350,30","1,000",SB -3-01,
RX1113,RETROVISOR EXT ESQ GOL PARA 95/00 GII 2 PTAS FIXO,RETRO,"140,14","0,000",SB -1-01,
AW20F9100,RETROVISOR EXT ESQ GOL PARA 95/00 GII 2 PTAS FIXO,VOLKS,"127,05","0,000",,
15050,RETROVISOR EXT ESQ GOL PARA 95/00 GII 2 PTAS FIXO,COFRA,"133,54","0,000",SB -1-01,
RX1123,RETROVISOR EXT ESQ GOL PARA 99/ GIII GIV 2 PTA C/ CONT,RETRO,"185,41","0,000",SB--2-03,
15070,RETROVISOR EXT ESQ GOL PARA SAV 95/ GII 4 PTA FIXO,COFRA,"115,50","0,000",SB -1-02,
RX1117,RETROVISOR EXT ESQ GOL PARA SAV 95/ GII 4 PTA FIXO,RETRO,"160,46","0,000",SB -1-02,
631700,RETROVISOR EXT ESQ GOL PARA SAV 95/ GII 4 PTA FIXO,CODIS,"132,15","0,000",SB -1-02,
RX1121,RETROVISOR EXT ESQ GOL PARA SAV 99/ GIII GIV 4PTS FIXO,RETRO,"159,67","1,000",SB -2-01,
RX1115,RETROVISOR EXT ESQ GOL PARATI 95/ GII 4 PORTAS C/ CONTR,RETRO,"175,75","1,000",SB -1-04,
15030,RETROVISOR EXT ESQ GOL PARATI 95/ GII 4 PORTAS C/ CONTR,COFRA,"151,62","0,000",SB -1-04,
14290,RETROVISOR EXT ESQ GOL VOY PARA SAV 83/87,COFRA,"14,49","0,000",SB -3-03,
RX1135,RETROVISOR EXT ESQ GOL VOY PARA SAV 83/87,RETRO,"63,58","1,000",SB -3-03,
14110,RETROVISOR EXT ESQ GOL VOYAGE PARA SAV /82,COFRA,"28,00","0,000",SB -3-05,
RX1101,RETROVISOR EXT ESQ KOMBI CLIPPER 76/97,RETRO,"48,18","1,000",SB -3-04,
RX1103,RETROVISOR EXT ESQ KOMBI CLIPPER 98/,RETRO,"138,26","0,000",SB -3-03,
RX1161,RETROVISOR EXT ESQ LOGUS POINTER 93/96 C/ CONTR,RETRO,"168,47","2,000",SB -3-02,
RX2217,RETROVISOR EXT ESQ MONZA 94/ C/ CONTR,RETRO,"219,21","0,000",SD3-05,
12430,RETROVISOR EXT ESQ MONZA 94/ C/ CONTR,COFRA,"215,48","0,000",SD3-05,
RX2237,RETROVISOR EXT ESQ NOVO CORSA 02/ MONTANA 02/ C/CONTROL,RETRO,"351,99","1,000",SD -3-01,
RX3339,RETROVISOR EXT ESQ NOVO FIESTA 02/14 C/CONTROLE,RETRO,"378,85","1,000",SE-02-03,
RX4449,RETROVISOR EXT ESQ PALIO 04/07 2 PORTAS STRADA 04/07 C/CONTR,RETRO,"305,39","2,000",SC -3-01,
RX4451,RETROVISOR EXT ESQ PALIO 04/07 2 PORTAS STRADA 04/07 S/CONTR,RETRO,"265,07","1,000",SD -1-02,
RX4453,RETROVISOR EXT ESQ PALIO 04/07 4 PTAS C/ CONTROL,RETRO,"276,52","0,000",SC -3-03,
RX4519,RETROVISOR EXT ESQ PALIO 11/ 2 PORTAS STRADA 11/ C/CONTR,RETRO,"313,95","1,000",SD -1-01,
EB797,RETROVISOR EXT ESQ PALIO 11/ 2 PORTAS STRADA 11/ C/CONTR,SPJ,"342,17","0,000",SD -1-01,
RP693,RETROVISOR EXT ESQ PALIO 11/ 2 PORTAS STRADA 11/ C/CONTR,CRL,"225,56","0,000",SD -1-01,
12650,RETROVISOR EXT ESQ PALIO 96/00 2 PORTAS STRADA 96/00 C/ CONTROL,COFRA,"192,27","0,000",SC -2-02,
RX4429,RETROVISOR EXT ESQ PALIO 96/00 2 PTAS C/ CONTROL,RETRO,"178,82","1,000",SC -2-02,
RX4515,RETROVISOR EXT ESQ PALIO FIRE 11/16 4 PORTAS C/CONTR,RETRO,"341,00","1,000",SD1003,
12790,RETROVISOR EXT ESQ PALIO FIRE STRADA 01/03 2 PORTAS FIXO,COFRA,"151,44","1,000",SC -2-04,
12810,RETROVISOR EXT ESQ PALIO SIEN 01/04 4 PTAS C/ CONT,COFRA,"136,50","0,000",SC -3-SUP,
RX4433,RETROVISOR EXT ESQ PALIO SIEN 01/04 4 PTAS C/ CONT,RETRO,"203,95","1,000",SC -3-SUP,
RX4465,RETROVISOR EXT ESQ PALIO SIENA 08/10 4 PTAS C/CONTR,RETRO,"274,14","1,000",SC -3-05,
654700,RETROVISOR EXT ESQ PALIO SIENA 96/00 4 PTAS C/CONT,CODIS,"170,67","0,000",SC -2-03,
RX4425,RETROVISOR EXT ESQ PALIO SIENA 96/00 4 PTAS C/CONT,RETRO,"182,97","0,000",SC -2-03,
12570,RETROVISOR EXT ESQ PALIO SIENA 96/00 4 PTAS C/CONT,COFRA,"191,42","1,000",SC -2-03,
14090,RETROVISOR EXT ESQ PASSAT ANTIGO,COFRA,"20,73","7,000",SB -3-05,
RX2231,RETROVISOR EXT ESQ S10 BLAZER 95/07 FIXO,RETRO,"204,89","0,000",SD -3-SUP,
12330,RETROVISOR EXT ESQ S10 BLAZER 95/07 FIXO,COFRA,"278,34","0,000",SD -3-SUP,
RX1143,RETROVISOR EXT ESQ SANTANA SANT QUANTUM 85/91 C/CONTROLE,RETRO,"147,00","0,000",SB -3-02,
14370,RETROVISOR EXT ESQ SANTANA SANT QUANTUM 85/91 C/CONTROLE,COFRA,"113,19","0,000",SB -3-02,
1473,RETROVISOR EXT ESQ UNIV.TARUMA LE.,UNIVE,"41,09","0,000",,
12850,RETROVISOR EXT ESQ UNO 06/10 10/ 4 PTAS C/CONTROLE,COFRA,"211,82","0,000",SC -2-SUP,
RX4441,RETROVISOR EXT ESQ UNO 06/10 10/ 4 PTAS C/CONTROLE,RETRO,"184,51","1,000",SC -2-SUP,
12930,RETROVISOR EXT ESQ UNO FIRE 01/05 2 PTAS C/ CONTR,COFRA,"132,30","0,000",SC -1-03,
RX4421,RETROVISOR EXT ESQ UNO FIRE 01/05 4 PTAS C/ CONTR,RETRO,"169,13","0,000",SC -1-04,
12730,RETROVISOR EXT ESQ UNO FIRE 01/05 4 PTAS C/ CONTR,COFRA,"140,70","0,000",SC -1-04,
RX4423,RETROVISOR EXT ESQ UNO FIRE 01/05 4 PTAS FIXO,RETRO,"126,30","1,000",SC -1-04,
12750,RETROVISOR EXT ESQ UNO FIRE 01/05 4 PTAS FIXO,COFRA,"124,58","0,000",SC -1-04,
12910,RETROVISOR EXT ESQ UNO FIRE 06/10 UNO 10/ 2 PORTAS FIXO,COFRA,"188,00","0,000",SC -1-05,
RX4447,RETROVISOR EXT ESQ UNO FIRE 06/10 UNO 10/ 2 PORTAS FIXO,RETRO,"128,26","1,000",SC -1-05,
RX4443,RETROVISOR EXT ESQ UNO FIRE FLEX 06/10 4 PORTAS FIXO(461731),RETRO,"141,55","1,000",SC -2-SUP,
12870,RETROVISOR EXT ESQ UNO FIRE FLEX 06/10 4 PORTAS FIXO(461731),COFRA,"177,24","0,000",SC -2-SUP,
1187,RETROVISOR EXT ESQ VECTRA 97/99 C/CONTROLE,GENER,"193,20","0,000",,
12210,RETROVISOR EXT ESQ. CHEVETTE 87/93 C/ CONTR 1221.0,COFRA,"75,37","0,000",SD -3-04,
RX2205,RETROVISOR EXT ESQ. CHEVETTE 87/93 C/ CONTR 1221.0,RETRO,"132,06","2,000",SD -3-04,
0443132,RETROVISOR EXT ESQUERDO KOMBI CLIPPER 76/97,CHG,"53,00","0,000",SB -3-04,
RX4417,RETROVISOR EXT ESQUERDO UNO FIRE 01/05 2 PORTAS C/ CONTROLE,RETRO,"159,00","0,000",SC -1-03,
0443071,RETROVISOR EXT FIXO PAMPA DIR ESQ 84/,CHG,"145,52","1,000",SE -1-SUP,
467070,RETROVISOR EXT FIXO PAMPA DIR ESQ 84/,NEWKA,"0,00","0,000",SE -1-SUP,
460304,RETROVISOR EXT FIXO PAMPA DIR ESQ 84/,NEWKA,"139,57","0,000",SE -1-SUP,
RX3300,RETROVISOR EXT FIXO PAMPA DIR ESQ 84/(467070),RETRO,"149,10","0,000",SE -1-SUP,
1261,RETROVISOR EXT UNO PREM 85/ MILLE 91/ S/ CONTR ESQ,FIAT,"41,58","0,000",,
624002,RETROVISOR EXT.DIR.GOL PARA SAV VOY 87/94 CROMADO,VOLKS,"40,03","0,000",,
1301,RETROVISOR EXT.ESQ.CORCEL I,FORD,"151,60","0,000",,
625002,RETROVISOR EXT.ESQ.GOL PARA SAV VOY 87/94 CROMADO,VOLKS,"39,90","0,000",,
AW2011500,RETROVISOR EXT.ESQ.KOMBI CLIPPER,VOLKS,"24,01","0,000",,
LS301LD,RETROVISOR EXTER DIREITO VW FUSCA (TODOS),LS,"38,18","3,000",SB -3-04,
1407,RETROVISOR EXTER ESQUERDO VW FUSCA (TODOS),COFRA,"21,00","0,000",SB -3-04,
LS300LE,RETROVISOR EXTER ESQUERDO VW FUSCA (TODOS),LS,"38,18","1,000",SB -3-04,
RX1128,RETROVISOR EXTERNO DIREITO GOL CITY SPECIAL GIII 02/05 4 PORTAS F,RETRO,"193,43","1,000",SB2003,
RX1134,RETROVISOR EXTERNO DIREITO GOL VOY PARA SAV 83/87,RETRO,"60,55","0,000",SB -3-03,
14280,RETROVISOR EXTERNO DIREITO GOL VOY PARA SAV 83/87,COFRA,"14,49","0,000",SB -3-03,
655010,RETROVISOR EXTERNO DIREITO PALIO STRADA 2 PORTAS C/ CONTROLE,CODIS,"166,99","0,000",SC -2-04,
12761,RETROVISOR EXTERNO DIREITO PALIO STRADA 2 PORTAS C/ CONTROLE,COFRA,"185,46","0,000",SC -2-04,
100264294,RETROVISOR EXTERNO ESQ STRADA 2020/... LE,FIAT,"756,00","0,000",X,
12830,RETROVISOR EXTERNO ESQUERDO PALIO SIENA FIRE 01/03 4 PTAS FIXO,COFRA,"197,51","1,000",SC -2-05,
RX4435,RETROVISOR EXTERNO ESQUERDO PALIO SIENA FIRE 01/03 4 PTAS FIXO,RETRO,"136,55","0,000",SC -2-05,
655300,RETROVISOR EXTERNO ESQUERDO PALIO SIENA FIRE 01/03 4 PTAS FIXO,CODIS,"147,17","0,000",SC -2-05,
12770,RETROVISOR EXTERNO ESQUERDO PALIO STRADA 01/ 2 PORTAS C/ CONTROLE,COFRA,"194,73","1,000",SC -2-04,
655100,RETROVISOR EXTERNO ESQUERDO PALIO STRADA 01/ 2 PORTAS C/ CONTROLE,CODIS,"159,04","0,000",SC -2-04,
12661,RETROVISOR EXTERNO FIXO LADO DIREITA PALIO 1996/2000 2 PORTAS STR,COFRA,"143,72","1,000",SC -2-02,
RX4431,RETROVISOR EXTERNO FIXO LADO ESQUERDO PALIO 1996/2000,RETRO,"125,49","0,000",SC -2-02,
RX4430,RETROVISOR EXTERNO FIXO LADO ESQUERDO PALIO 1996/2000 2 PORTAS,RETRO,"125,93","0,000",SC -2-02,
12670,RETROVISOR EXTERNO FIXO LADO ESQUERDO PALIO 1996/2000 2 PORTAS ST,COFRA,"171,36","1,000",SC -2-02,
RX1159,RETROVISOR EXTERNO FOX 2003/2010 C/ CONTROLE,RETRO,"380,96","1,000",SB -3-01,
RTVE22FX,RETROVISOR EXTERNO PALIO SIENA 4 PTA 11/16,METAG,"331,60","1,000",SC  -205,
RTVE23FX,RETROVISOR EXTERNO PALIO SIENA 4 PTA 11/16,METAG,"331,60","1,000",SC -2-05,
RX4402,RETROVISOR FIORINO 97/10 C CONTROLE,RETRO,"245,07","0,000",X,
960122,RETROVISOR GOL/SAV 87/ DIR. C/CONTR.,VOLKS,"41,58","0,000",,
960121,RETROVISOR GOL/SAV 87/ ESQ. C/CONTR.,VOLKS,"65,37","0,000",,
RY2000,RETROVISOR INDY UNIV DIR CROMADO LENTE PRATA,UNIVE,"47,25","0,000",,
467114,RETROVISOR INDY UNIV DIR PRETO,NEWKA,"41,67","0,000",SE -3-04,
RY2001,RETROVISOR INDY UNIV ESQ CROMADO LENTE PRATA,UNIVE,"47,25","0,000",,
467115,RETROVISOR INDY UNIV ESQ PRETO,NEWKA,"41,67","0,000",SE -3-04,
469904,RETROVISOR INT ESCORT CORCEL BEL II (COLANTE),FORD,"28,88","0,000",,
RX6655,RETROVISOR INT ESCORT CORCEL BEL II (COLANTE),RETRO,"44,29","2,000",SE -3-03,
600910,RETROVISOR INTER D20 85/ VERANEIO 89/,GENER,"30,03","0,000",,
7844200,RETROVISOR INTER UNIVERSAL PANORAMICO C/PRESILHA,DIVER,"42,00","0,000",,
RX6662,RETROVISOR INTER UNO PALIO SIENA STRADA ../2003 (467087),RETRO,"89,88","3,000",SE3-SUP,
RX6663,RETROVISOR INTER VW SEDAN FUSCA /76  3 FUROS,RETRO,"47,46","1,000",SE -3-02,
AF100550,RETROVISOR INTER.CORCEL BEL II DEL REY PAMPA COLAN,FORD,"30,45","0,000",,
032001,RETROVISOR INTER.PRISMAT.FIAT147,FIAT,"85,11","0,000",,
RX6664,RETROVISOR INTERNO BRASILIA 82/ PASS78/ GOL VOYAGE SAVEIRO 80/94,RETRO,"52,70","1,000",SE -3-02,
7839524,RETROVISOR INTERNO CORSA CELTA 00/ MONTANA PRISMA,GENER,"61,95","0,000",X,
RX6659,RETROVISOR INTERNO CORSA CELTA 00/ MONTANA PRISMA,RETRO,"120,41","2,000",SE -3-01,
AT1003200,RETROVISOR INTERNO FIAT 147 UNO PRE FIOR C/ LANTER,FIAT,"109,20","0,000",,
469903,RETROVISOR INTERNO FUSCA 75/ BRASILIA 82/ PASS78/ GOL VOYAGE SAVE,NEWKA,"34,65","0,000",SE -3-02,
RX6651,RETROVISOR INTERNO MONZA KADET OPALA CHEVETT CARAVAN IPANEMA,RETRO,"46,76","0,000",SE -3-01,
RT1I30PR,RETROVISOR INTERNO UNO 01/05 PALIO 96/00,METAG,"129,96","0,000",SE -3-SUP,
AT1012200,RETROVISOR INTERNO UNO PRE ELBA FIOR FIXA PRESSAO,DIVER,"36,47","3,000",SE -3-SUP,
960150,RETROVISOR INTERNO VW 76/,VOLKS,"35,81","0,000",,
RX2238,RETROVISOR LADO DIREITO CELTA/PRISMA 2007/ C/ CONTROLE 2 E 4 PORT,RETRO,"364,93","1,000",SD -0205,
RX2239,RETROVISOR LADO ESQUERDO CELTA PRISMA 2007 / C/ CONTROLE 2 4 PORT,RETRO,"377,20","1,000",SD-02-SUP,
RX4527,RETROVISOR PALIO STRADA 2 PORTAS C CONTROLE 2011/...,RETRO,"340,56","1,000",SD1-02,
RX4526,RETROVISOR PALIO STRADA 2 PORTAS C CONTROLE 2011/...,RETRO,"313,95","1,000",SC1-01,
RX3329,RETROVISOR PAMPA 92/97 DEL REY 89/91 SCALA 89/91 BELINA 89/91,RETRO,"311,44","0,000",X,
5061,RETROVISOR RENOV UNIVERSAL DIR ESQ ((PRETO)) R200,BLAWE,"44,60","2,000",ND2-05,
460015,RETROVISOR RENOV UNIVERSAL DIR ESQ ((PRETO)) R200,NEWKA,"20,73","0,000",ND2-05,
0443044,RETROVISOR RENOV UNIVERSAL DIR ESQ ((PRETO)) R200,CHG,"35,55","0,000",ND2-05,
460016,RETROVISOR RENOV UNIVERSAL DIR ESQ (CROMADO) (REDONDO),NEWKA,"28,67","0,000",ND2-07,
0443062,RETROVISOR RENOV UNIVERSAL DIR ESQ (CROMADO) (REDONDO),CHG,"52,92","0,000",ND2-06,
5096,RETROVISOR RENOV UNIVERSAL DIR ESQ (CROMADO) (REDONDO),BLAWE,"72,62","0,000",ND2-07,"43,000"
RGWE40CE,RETROVISOR S10 12/22 ELETRICO LD,METAG,"1329,70","0,000",X,
RGTE24CE,RETROVISOR VECTRA 2010/ VECTRA GT 2009/ LADO DIREITO ELETRICO,METAG,"661,50","0,000",XX,
45211125,RETROVISOR VW UP,VOLKS,"686,00","0,000",X,
HS002,REVESTIMENTO PAINEL SEDAN 75/81,HS,"117,06","1,000",SM 3-1,
0009900,REVESTIMENTO PAINEL SEDAN 82/ PRETO,CENTE,"20,86","2,000",SM -3-01,
0010300,REVESTIMENTO PLACA TRAS GOL PARATI GL 87/94 PARATI,VOLKS,"68,15","0,000",,
0010500,REVESTIMENTO PLACA TRAS VOYAGE 83/90,VOLKS,"105,11","0,000",,
999991,REVISTA,NEWKA,"0,00","0,000",,
1615146,REVITALIZADOR DE FAROL 150GR,CHG,"33,97","1,000",VITRIN E,
5501169,REVITALIZADOR DE PARACHOQUES PLASTICOS FRISOS 200G,DIVER,"29,09","0,000",,
